ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
485,3,2013-08-20 20:33:20,2013-08-21 04:33:20,"Forty five this morning. Had the window by the bed open last night. It was hard to get out from under the blanket to get the wood stove and coffee going.

Three of us had been commercial fishing this week. Yesterday was my last day. The fishing was slow and with Cheryl here I thought we could be spending our time in better ways. More about that shortly. Today is apparently the last day for the other two fishermen. On the commercial side there just are not enough fish moving up the river to make it worth while.

However, on the sport fishing side things were different for us.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0061.jpg""><img class=""aligncenter size-large wp-image-481"" alt=""006"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0061-1024x768.jpg"" width=""1024"" height=""768"" /></a>

We went upstream from where the commercial fishing is allowed. There is a large confluence of two streams there that make a shallow lake. It is probably a half mile across in one place. That water was full of fish. The fishing was difficult. The water is about three feet deep and the moss is about one foot deep. So you have two feet of clear water to swim your fly or lure through without getting all tangled up in the moss. We finally got it figured out with the right weight lure and retrieve speed.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0021.jpg""><img class=""aligncenter size-large wp-image-482"" alt=""002"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0021-1024x768.jpg"" width=""1024"" height=""768"" /></a>

We will probably go back up there....nope we will go back up there in the next day or so. This time we will try to use lures that float on the surface. The silver (Coho) salmon we were catching were particular about what color fly we were using. If it was bright pink they would attack it. Other colors they tended to ignore. One of the fly rods we were using is a 5 weight. What that means is it is designed to be used on fish in the 1 to 5 pound range (my opinion). These salmon today were running up to 12 pounds. On that light tackle it took a while to land these guys.

Cheryl did a great job all around. Casting, hooking, landing and releasing the fish we didn't want to keep. We stopped fishing when we had eight. Fileted them at the cabin and had beer battered salmon with rice and vegies for dinner. Very very good. The plan is to smoke the rest. It is going to be hard to stay at the cabin and tend the smoker with all those other fish up there. Life is so tough sometime.

One other thing.  While we were fishing there was a bear on the other side of the lake.  It was fishing too.  The bear would walk along in the water then suddenly charge ahead, water flying in every direction then it would walk again.  I'm sure it was chaseing fish.  It was too far away to be able to tell if he caught any.  I bet it did though.  Why spend all that energy with no reward.",AUGUST 20th,,inherit,open,open,,484-revision,,,2013-08-20 20:33:20,2013-08-21 04:33:20,,484,http://www.notesfromalaska.com/2013/08/20/484-revision/,0,revision,,0
486,3,2013-08-20 20:34:20,2013-08-21 04:34:20,"Forty five this morning. Had the window by the bed open last night. It was hard to get out from under the blanket to get the wood stove and coffee going.

Three of us had been commercial fishing this week. Yesterday was my last day. The fishing was slow and with Cheryl here I thought we could be spending our time in better ways. More about that shortly. Today is apparently the last day for the other two fishermen. On the commercial side there just are not enough fish moving up the river to make it worth while.

However, on the sport fishing side things were different for us.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0061.jpg""><img class=""aligncenter size-large wp-image-481"" alt=""006"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0061-1024x768.jpg"" width=""1024"" height=""768"" /></a>

We went upstream from where the commercial fishing is allowed. There is a large confluence of two streams there that make a shallow lake. It is probably a half mile across in one place. That water was full of fish. The fishing was difficult. The water is about three feet deep and the moss is about one foot deep. So you have two feet of clear water to swim your fly or lure through without getting all tangled up in the moss. We finally got it figured out with the right weight lure and retrieve speed.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0021.jpg""><img class=""aligncenter size-large wp-image-482"" alt=""002"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0021-1024x768.jpg"" width=""1024"" height=""768"" /></a>

We will probably go back up there....nope we will go back up there in the next day or so. This time we will try to use lures that float on the surface. The silver (Coho) salmon we were catching were particular about what color fly we were using. If it was bright pink they would attack it. Other colors they tended to ignore. One of the fly rods we were using is a 5 weight. What that means is it is designed to be used on fish in the 1 to 5 pound range (my opinion). These salmon today were running up to 12 pounds. On that light tackle it took a while to land these guys.

Cheryl did a great job all around. Casting, hooking, landing and releasing the fish we didn't want to keep. We stopped fishing when we had eight. Fileted them at the cabin and had beer battered salmon with rice and vegies for dinner. Very very good. The plan is to smoke the rest. It is going to be hard to stay at the cabin and tend the smoker with all those other fish up there. Life is so tough sometime.

One other thing.  While we were fishing there was a bear on the other side of the lake.  It was fishing too.  The bear would walk along in the water then suddenly charge ahead, water flying in every direction then it would walk again.  I'm sure it was chasing fish.  It was too far away to be able to tell if he caught any.  I bet it did though.  Why spend all that energy with no reward.",AUGUST 20th,,inherit,open,open,,484-autosave,,,2013-08-20 20:34:20,2013-08-21 04:34:20,,484,http://www.notesfromalaska.com/2013/08/20/484-autosave/,0,revision,,0
488,3,2013-08-21 22:41:16,2013-08-22 06:41:16,"It was supposed to be rainy today but it just looked like rain most of the time.

We got some neighborly things done today.  The neighbor who has had his 92 year old Mom with him most of the summer asked if Cheryl would help her take a shower here since they don't have one at their cabin.  She is a really sweet lady.  ( Both the Mom and Cheryl) She, the Mom,  flies back south tomorrow.   Cheryl also prepared another wonderful salmon dinner for the Vet and me tonight.  There are so few of us left here it seems our cabin has become the community gathering spot.

We caught our limit of silvers again today.  Cheryl limited out first and she also caught the biggest fish.  I thought today when I quit taking her fish off the hook I might be able to overcome her angling advantage over me.  Not so.  She still out fished me.  I enjoy listening to her tell the fish she is being as gentle as she can be while taking the hook out.  She and the fish also converse, or seemingly so, when she is releasing one back into the river.  They both enjoy that.

Another sign of fall.  Today. several flocks of ducks in addition to the geese were flying south.  Other wildlife sightings include a curious weasel holding a vole.  It stood up in the middle of the road as I approached on the Honda.  It seemed to be saying ""what are you doing on my road...what ever....I'm too busy to hang around here"" and it scurried on off into the brush.  There were several seals in the surf today.  One was almost completely out of the water.  It had a salmon in its mouth.  The next wave came in and it was gone.

A couple of needed deliveries arrived.  The battery has supposedly been returned from the hardware store.  I will know for sure when I return the empty drums the gas was delivered in.  Best news of all the missing/lost iPad has been found and is back here in the cabin.

Today or tomorrow a sort of milestone will be reached for this site.  The one thousandth visit to NOTES FROM ALASKA will have happened.  I have enjoyed reliving most days here at the computer.  I appreciate the kind words some of your comments have contained.",AUGUST 21ST,,publish,open,open,,august-21st,,,2013-08-21 22:41:16,2013-08-22 06:41:16,,0,http://www.notesfromalaska.com/?p=488,0,post,,4
489,3,2013-08-21 22:40:18,2013-08-22 06:40:18,"It was supposed to be rainy today but it just looked like rain most of the time.

We got some neighborly things done today.  The neighbor who has had his 92 year old Mom with him most of the summer asked if Cheryl would help her take a shower here since they don't have one at their cabin.  She is a really sweet lady.  ( Both the Mom and Cheryl) She, the Mom,  flies back south tomorrow.   Cheryl also prepared another wonderful salmon dinner for the Vet and me tonight.  There are so few of us left here it seems our cabin has become the community gathering spot.

We caught our limit of silvers again today.  Cheryl limited out first and she also caught the biggest fish.  I thought today when I quit taking her fish off the hook I might be able to overcome her angling advantage over me.  Not so.  She still out fished me.  I enjoy listening to her tell the fish she is being as gentle as she can be while taking the hook out.  She and the fish also converse, or seemingly so, when she is releasing one back into the river.  They both enjoy that.

Another sign of fall.  Today. several flocks of ducks in addition to the geese were flying south.  Other wildlife sightings include a curious weasel holding a vole.  It stood up in the middle of the road as I approached on the Honda.  It seemed to be saying ""what are you doing on my road...what ever....I'm too busy to hang around here"" and it scurried on off into the brush.  There were several seals in the surf today.  One was almost completely out of the water.  It had a salmon in its mouth.  The next wave came in and it was gone.

A couple of needed deliveries arrived.  The battery has supposedly been returned from the hardware store.  I will know for sure when I return the empty drums the gas was delivered in.  Best news of all the missing/lost iPad has been found and is back here in the cabin.

Today or tomorrow a sort of milestone will be reached for this site.  The one thousandth visit to NOTES FROM ALASKA will have happened.  I have enjoyed reliving most days here at the computer.  I appreciate the kind words some of the comments have contained.",AUGUST 21ST,,inherit,open,open,,488-revision,,,2013-08-21 22:40:18,2013-08-22 06:40:18,,488,http://www.notesfromalaska.com/2013/08/21/488-revision/,0,revision,,0
490,3,2013-08-21 22:41:17,2013-08-22 06:41:17,"It was supposed to be rainy today but it just looked like rain most of the time.

We got some neighborly things done today.  The neighbor who has had his 92 year old Mom with him most of the summer asked if Cheryl would help her take a shower here since they don't have one at their cabin.  She is a really sweet lady.  ( Both the Mom and Cheryl) She, the Mom,  flies back south tomorrow.   Cheryl also prepared another wonderful salmon dinner for the Vet and me tonight.  There are so few of us left here it seems our cabin has become the community gathering spot.

We caught our limit of silvers again today.  Cheryl limited out first and she also caught the biggest fish.  I thought today when I quit taking her fish off the hook I might be able to overcome her angling advantage over me.  Not so.  She still out fished me.  I enjoy listening to her tell the fish she is being as gentle as she can be while taking the hook out.  She and the fish also converse, or seemingly so, when she is releasing one back into the river.  They both enjoy that.

Another sign of fall.  Today. several flocks of ducks in addition to the geese were flying south.  Other wildlife sightings include a curious weasel holding a vole.  It stood up in the middle of the road as I approached on the Honda.  It seemed to be saying ""what are you doing on my road...what ever....I'm too busy to hang around here"" and it scurried on off into the brush.  There were several seals in the surf today.  One was almost completely out of the water.  It had a salmon in its mouth.  The next wave came in and it was gone.

A couple of needed deliveries arrived.  The battery has supposedly been returned from the hardware store.  I will know for sure when I return the empty drums the gas was delivered in.  Best news of all the missing/lost iPad has been found and is back here in the cabin.

Today or tomorrow a sort of milestone will be reached for this site.  The one thousandth visit to NOTES FROM ALASKA will have happened.  I have enjoyed reliving most days here at the computer.  I appreciate the kind words some of your comments have contained.",AUGUST 21ST,,inherit,open,open,,488-autosave,,,2013-08-21 22:41:17,2013-08-22 06:41:17,,488,http://www.notesfromalaska.com/2013/08/21/488-autosave/,0,revision,,0
492,3,2013-08-23 22:07:06,2013-08-24 06:07:06,"I may have picked up a bad habit today.  I started smoking.  When you inhale that delicious aroma, well there is nothing like it.  I coughed a little at first but the benefit is worth a little discomfort.  The very idea of my next smoke makes me want plan ahead for it so I can experience it more fully.  I admit I felt like I needed a shower afterward because of the smoke in my clothes.  This was one of those flavored smokes....Alder...Our first sample of the smoked salmon was fantastic.

This is the second time the smoker has been used this year.  It is a plywood cube about 4 feet on each side.  Colorado neighbor, Rick, used it earlier.  With this smoker you build the fire in an improvised (old Honda wheel) container directly under the fish which are on racks near the top of the cube.  So to add wood to the little smoking fire you have to open the door.  When that happens all the smoke comes pouring out, the little fire may flair up and you are blind for a few seconds from all the escaping smoke. I think I will work on a scheme where the fire is outside the smoker but through a chimney arrangement the smoke and heat goes through the cube.  I'll get right on it after the outhouse is built.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0101.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0101-1024x768.jpg"" alt=""010"" width=""1024"" height=""768"" class=""aligncenter size-large wp-image-495"" /></a>

A couple of the old timers still here have stopped by each of the last two mornings.  They have been moving their boats and gear from over here on the East River back over to the Alsek.  That is where the next commercial fishing will be next June.
Yesterday after coffee and strategizing with them Cheryl and I went beachcombing.  She found another glass float.  

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/036.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/036-768x1024.jpg"" alt=""036"" width=""768"" height=""1024"" class=""aligncenter size-large wp-image-494"" /></a>

I went back up to the spawning grounds in the afternoon.  Didn't see any bears but there are still hundreds of spawning sockeye.

Today it was misting when we got up and continued to rain harder and harder all day.  The wind has been gusting at 20 mph, averaging about 11 mph all day.  It was a good day to stay near the cabin and smoke.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/014.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/014-1024x768.jpg"" alt=""014"" width=""1024"" height=""768"" class=""aligncenter size-large wp-image-496"" /></a>

There was a very high tide this afternoon and the south wind added to it.  The water in front of the cabin had not been this high since last spring.  It was so blustery today the migrating ducks settled in out in front of the cabin rather than fight the headwind. ",AUGUST 23rd,,publish,open,open,,august-23rd,,,2013-08-23 22:07:06,2013-08-24 06:07:06,,0,http://www.notesfromalaska.com/?p=492,0,post,,4
494,3,2013-08-23 22:00:00,2013-08-24 06:00:00,,36,,inherit,open,open,,36,,,2013-08-23 22:00:00,2013-08-24 06:00:00,,492,http://www.notesfromalaska.com/wp-content/uploads/2013/08/036.jpg,0,attachment,image/jpeg,0
495,3,2013-08-23 22:01:50,2013-08-24 06:01:50,,10,,inherit,open,open,,010-2,,,2013-08-23 22:01:50,2013-08-24 06:01:50,,492,http://www.notesfromalaska.com/wp-content/uploads/2013/08/0101.jpg,0,attachment,image/jpeg,0
496,3,2013-08-23 22:03:36,2013-08-24 06:03:36,,14,,inherit,open,open,,014-2,,,2013-08-23 22:03:36,2013-08-24 06:03:36,,492,http://www.notesfromalaska.com/wp-content/uploads/2013/08/014.jpg,0,attachment,image/jpeg,0
497,3,2013-08-23 22:06:53,2013-08-24 06:06:53,"I may have picked up a bad habit today.  I started smoking.  When you inhale that delicious aroma, well there is nothing like it.  I coughed a little at first but the benefit is worth a little discomfort.  The very idea of my next smoke makes me want plan ahead for it so I can experience it more fully.  I admit I felt like I needed a shower afterward because of the smoke in my clothes.  This was one of those flavored smokes....Alder...Our first sample of the smoked salmon was fantastic.

This is the second time the smoker has been used this year.  It is a plywood cube about 4 feet on each side.  Colorado neighbor, Rick, used it earlier.  With this smoker you build the fire in an improvised (old Honda wheel) container directly under the fish which are on racks near the top of the cube.  So to add wood to the little smoking fire you have to open the door.  When that happens all the smoke comes pouring out, the little fire may flair up and you are blind for a few seconds from all the escaping smoke. I think I will work on a scheme where the fire is outside the smoker but through a chimney arrangement the smoke and heat goes through the cube.  I'll get right on it after the outhouse is built.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0101.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/0101-1024x768.jpg"" alt=""010"" width=""1024"" height=""768"" class=""aligncenter size-large wp-image-495"" /></a>

A couple of the old timers still here have stopped by each of the last two mornings.  They have been moving their boats and gear from over here on the East River back over to the Alsek.  That is where the next commercial fishing will be next June.
Yesterday after coffee and strategizing with them Cheryl and I went beachcombing.  She found another glass float.  

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/036.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/036-768x1024.jpg"" alt=""036"" width=""768"" height=""1024"" class=""aligncenter size-large wp-image-494"" /></a>

I went back up to the spawning grounds in the afternoon.  Didn't see any bears but there are still hundreds of spawning sockeye.

Today it was misting when we got up and continued to rain harder and harder all day.  The wind has been gusting at 20 mph, averaging about 11 mph all day.  It was a good day to stay near the cabin and smoke.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/014.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/014-1024x768.jpg"" alt=""014"" width=""1024"" height=""768"" class=""aligncenter size-large wp-image-496"" /></a>

There was a very high tide this afternoon and the south wind added to it.  The water in front of the cabin had not been this high since last spring.  It was so blustery today the migrating ducks settled in out in front of the cabin rather than fight the headwind. ",AUGUST 23rd,,inherit,open,open,,492-revision,,,2013-08-23 22:06:53,2013-08-24 06:06:53,,492,http://www.notesfromalaska.com/2013/08/23/492-revision/,0,revision,,0
499,3,2013-08-24 19:05:50,2013-08-25 03:05:50,,16,,inherit,open,open,,016-2,,,2013-08-24 19:05:50,2013-08-25 03:05:50,,501,http://www.notesfromalaska.com/wp-content/uploads/2013/08/016.jpg,0,attachment,image/jpeg,0
500,3,2013-08-24 19:06:36,2013-08-25 03:06:36,,9,,inherit,open,open,,009-2,,,2013-08-24 19:06:36,2013-08-25 03:06:36,,0,http://www.notesfromalaska.com/wp-content/uploads/2013/08/0091.jpg,0,attachment,image/jpeg,0
501,3,2013-08-24 19:50:42,2013-08-25 03:50:42,"

This morning we vacuumed the salmon that got smoked yesterday afternoon and evening.  The high tides and the erosion they cause called us back out onto the beach to beachcomb.  I don't know why that is so relaxing and if you find something interesting even more so.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/016.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/016-1024x768.jpg"" alt=""016"" width=""1024"" height=""768"" class=""aligncenter size-large wp-image-499"" /></a>

Cheryl found this one and just a few yards from where I found one to.  When we got back to the cabin one of the neighbors came by.  He asked if we had heard the latest about Cheryl's flight out on Monday.  We had not.  Yesterday I sent a note to the bush pilot asking to reconfirm the time she would be picked up.  Turned out the office staff and the pilot were not on the same page.  The earliest they could pick her up was Wednesday afternoon.  

Having no sat phone, all I could do was email or use Skype to contact them.  After some juggling of things the office asked if we could be ready to go at 4:00 this afternoon.  To quote Cheryl, ""a bird in the hand is worth two in the bush"" we said we could be ready.  When asked where the pilot should meet us we checked the tide tables and discovered there was no way he could land in front of the cabin as hoped. (see the pic from yesterday)  There would be way too much water on the beach runway.  So that meant we needed to drive over to the fish plant across Dry Bay.  The high tide also meant we had to go the long way.  A forty minute ride.  It was already after two.  She got her stuff together and I packed the cooler with fish.  

Earlier I had sold the old outboard to a guy in Yakutat.  How to get it to him was a problem.  Since Cheryl was being picked up in a larger plane there was room for the outboard too.  There is no way I could lift a 75 hp outboard almost 5 feet into the air by myself.  I got on the VHF radio and in just a few minutes a couple of neighbors showed up.

By now it was raining steadily.  It was after three.  We had to take the long way to the plant to meet the pilot at four.  In case the plane was early, one neighbor blasted off to let the pilot know we were on the way.  The other neighbor followed behind Cheryl and me, watching to be sure nothing fell off the trailer I was pulling, with the outboard on it.  We got to the plant with a little time to spare.  Then we started waiting.  The clouds had gotten lower and it was raining harder by now.  Four thirty came and went.  We had no way to get in touch with anyone since the fish plant is closed for the season.  We heard a plane coming..it just flew on by.  We were wondering if the weather was so bad the pilot had turned back.  Do we keep waiting or go back home? Finally at nearly five we could tell from the sound our plane was coming in.

Some dear friends in Yakutat picked up Cheryl.  I thought they would just take her the short distance to the terminal and she would be on her way to Colorado.  Not to be.  It seems an Alaskan cruise ship has broken down south of here and some 3,100 people are trying to get home.  From the news I read some planes have been chartered to get those folks out.  As of this writing what I thought would be an easy ticket exchange might turn into an extended stay in Yakutat for Cheryl.

I will probably know something specific tomorrow.  We are fortunate the friends in Yakutat have a freezer. Sixty or seventy pounds of fish can't stay frozen on a cooler forever. ",AUGUST 24th,,publish,open,open,,august-24th,,,2013-08-24 19:50:42,2013-08-25 03:50:42,,0,http://www.notesfromalaska.com/?p=501,0,post,,2
502,3,2013-08-24 19:49:57,2013-08-25 03:49:57,"

This morning we vacuumed the salmon that got smoked yesterday afternoon and evening.  The high tides and the erosion they cause called us back out onto the beach to beachcomb.  I don't know why that is so relaxing and if you find something interesting even more so.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/016.jpg""><img src=""http://www.notesfromalaska.com/wp-content/uploads/2013/08/016-1024x768.jpg"" alt=""016"" width=""1024"" height=""768"" class=""aligncenter size-large wp-image-499"" /></a>

Cheryl found this one and just a few yards from where I found one to.  When we got back to the cabin one of the neighbors came by.  He asked if we had heard the latest about Cheryl's flight out on Monday.  We had not.  Yesterday I sent a note to the bush pilot asking to reconfirm the time she would be picked up.  Turned out the office staff and the pilot were not on the same page.  The earliest they could pick her up was Wednesday afternoon.  

Having no sat phone, all I could do was email or use Skype to contact them.  After some juggling of things the office asked if we could be ready to go at 4:00 this afternoon.  To quote Cheryl, ""a bird in the hand is worth two in the bush"" we said we could be ready.  When asked where the pilot should meet us we checked the tide tables and discovered there was no way he could land in front of the cabin as hoped. (see the pic from yesterday)  There would be way too much water on the beach runway.  So that meant we needed to drive over to the fish plant across Dry Bay.  The high tide also meant we had to go the long way.  A forty minute ride.  It was already after two.  She got her stuff together and I packed the cooler with fish.  

Earlier I had sold the old outboard to a guy in Yakutat.  How to get it to him was a problem.  Since Cheryl was being picked up in a larger plane there was room for the outboard too.  There is no way I could lift a 75 hp outboard almost 5 feet into the air by myself.  I got on the VHF radio and in just a few minutes a couple of neighbors showed up.

By now it was raining steadily.  It was after three.  We had to take the long way to the plant to meet the pilot at four.  In case the plane was early, one neighbor blasted off to let the pilot know we were on the way.  The other neighbor followed behind Cheryl and me, watching to be sure nothing fell off the trailer I was pulling, with the outboard on it.  We got to the plant with a little time to spare.  Then we started waiting.  The clouds had gotten lower and it was raining harder by now.  Four thirty came and went.  We had no way to get in touch with anyone since the fish plant is closed for the season.  We heard a plane coming..it just flew on by.  We were wondering if the weather was so bad the pilot had turned back.  Do we keep waiting or go back home? Finally at nearly five we could tell from the sound our plane was coming in.

Some dear friends in Yakutat picked up Cheryl.  I thought they would just take her the short distance to the terminal and she would be on her way to Colorado.  Not to be.  It seems an Alaskan cruise ship has broken down south of here and some 3,100 people are trying to get home.  From the news I read some planes have been chartered to get those folks out.  As of this writing what I thought would be an easy ticket exchange might turn into an extended stay in Yakutat for Cheryl.

I will probably know something specific tomorrow.  We are fortunate the friends in Yakutat have a freezer. Sixty of seventy pounds of fish can't stay frozen on a cooler fore ",AUGUST 24th,,inherit,open,open,,501-revision-v1,,,2013-08-24 19:49:57,2013-08-25 03:49:57,,501,http://www.notesfromalaska.com/2013/08/24/501-revision/,0,revision,,0
504,3,2013-08-25 21:06:12,2013-08-26 05:06:12,"In the last two days it has rained over three inches and it is raining now.  However there were enough breaks in the rain to get a few things done.  

I returned all the stuff I had borrowed from the neighbors.  That last trip to Juneau enabled me to buy what I had used, bearings, plumbing and electrical parts etc. It was no problem returning things to those neighbors who have already left.  Everyone just closes up their cabins and arrange some way to keep the doors from blowing open.  No locks required.  We are so remote here there would be no point in locking things up.  A lock or boarded window would just slow a thief down a little.  No one has ever had a problem with things disappearing.

Yesterday and again today I found gaffs that had washed ashore.  These tools are used by fishermen to pull fish aboard the fishing boats at sea.  Wooden handles about two feet long with a stainless steel, pointed hook on the end.

The one neighbor who was home gave me some firewood.  Using his trailer I made a wrong turn crossing a slough and stuck the wheeler in some wet sand.  The machine was down to the frame in the quicksand with this trailer full of wood behind it.  Fortunately the trailer was still on a solid surface of gravel.  By unhooking the trailer I got the wheeler unstuck by lifting alternately the front then the back of the machine.  By raising it just a little enough of the liquid sand would run under the wheels that I could get it out.  From a new spot I  pulled the trailer backwards till I could get hooked back up again. 

Just before I got stuck I was able to watch a single Trumpter Swan across the slough for a few minutes.  The camera is acting up so the pictures I took are poor.  I may go back with the better camera and try again.

Cheryl is in the air somewhere over British Columbia as I type this.  She was able to change tickets at no cost and will arrive back in Boulder a day earlier than planned.  Neighbor Joe stopped by for a few minutes late this afternoon.  As he was leaving the jet Cheryl is on flew over.  We waved but between the clouds and her altitude she probably didn't see us.

The weasel was hunting around the wood pile this afternoon.  The little stream in front of the cabin is Dog Salmon Creek.  Today I saw three salmon summing up it to spawn.  According to the old timers the silver salmon should start coming in in big numbers over the next few days.  It will be enjoyable to have these magnificent fish swim by the front door.  I am one lucky guy.",AUGUST 25th,,publish,open,open,,august-25th,,,2013-08-25 21:06:12,2013-08-26 05:06:12,,0,http://www.notesfromalaska.com/?p=504,0,post,,1
506,3,2013-08-26 23:22:09,2013-08-27 07:22:09,"A nice day mostly.  A little shower this afternoon while I was fishing, just enough to force the rain gear out of the tote on the back of the wheeler.

I thought the fishing would be especially good at first.  I caught two nice silvers in the first 15 minutes.  A half hour later, after changing flies, another couple of hits.  Kept changing flies and catching a couple then they would get lock jaw.  I threw a pink top water bug at them for a while.  It is really exciting to see a wave of water, like an underwater torpedo or miniature submarine, racing toward your fly.  Several did this afternoon but would turn away at the last second.  I guess they were not into pink today.

I did hook a world record silver though.  I'm sure it was the world record.  It was a very large fish.  It gave me the best fight of the day.  Long runs, taking lots of line off the reel.  A very bright and silvery fish.  He was so big when he would run toward me I was looking for a way to get out of his way.  Huge fish....He got away.  I did end up catching and releasing six or seven.

Back at the cabin I checked the river out front.  One of the neighbors from across Dry Bay has a sport fishing facility.  He has an arrangement with an outfitter in Canada (Canada is only about 40 miles away by air).  This Canadian outfitter has clients from all over Europe.  Today he had six guys from Germany fishing here.  You know it must be an expensive trip to come here from Europe.  Those men, I am sure, are used to life's finer things.  Here they are riding in a wooden trailer, open to the elements, being pulled by a Honda.  At least the trailer had springs so the ride couldn't have been too rough. ",AUGUST 26th,,publish,open,open,,august-26th,,,2013-08-26 23:22:09,2013-08-27 07:22:09,,0,http://www.notesfromalaska.com/?p=506,0,post,,3
507,3,2013-08-26 23:21:15,2013-08-27 07:21:15,"A nice day mostly.  A little shower this afternoon while I was fishing, just enough to force the rain gear out of the tote on the back of the wheeler.

I thought the fishing would be especially good at first.  I caught two nice silvers in the first 15 minutes.  A half hour later, after changing flies, another couple of hits.  Kept changing flies and catching a couple then they would get lock jaw.  I threw a pink top water bug at them for a while.  It is really exciting to see a wave of water, like an underwater torpedo or miniature submarine, racing toward your fly.  Several did this afternoon but would turn away at the last second.  I guess they were not into pink today.

I did hook a world record silver though.  I'm sure it was the world record.  It was a very large fish.  It gave me the best fight of the day.  Long runs, talking lots of line off the reel.  A very bright and silvery fish.  He was so big when he would run toward me I was looking for a way to get out of his way.  Huge fish....He got away.  I did end up catching and releasing six or seven.

Back at the cabin I checked the river out front.  One of the neighbors from across Dry Bay has a sport fishing facility.  He has an arrangement with an outfitter in Canada (Canada is only about 40 miles away by air).  This Canadian outfitter has clients from all over Europe.  Today he had six guys from Germany fishing here.  You know it must be an expensive trip to come here from Europe.  Those men, I am sure, are used to life's finer things.  Here they are riding in a wooden trailer, open to the elements, being pulled by a Honda.  At least the trailer had springs so the ride couldn't have been too rough. ",AUGUST 26th,,inherit,open,open,,506-revision-v1,,,2013-08-26 23:21:15,2013-08-27 07:21:15,,506,http://www.notesfromalaska.com/2013/08/26/506-revision/,0,revision,,0
508,3,2013-08-27 20:12:49,2013-08-28 04:12:49,,image,,inherit,open,open,,image-43,,,2013-08-27 20:12:49,2013-08-28 04:12:49,,509,http://www.notesfromalaska.com/wp-content/uploads/2013/08/image5.jpg,0,attachment,image/jpeg,0
